Clave,Nombre,Clave,Nombre,pop,marg,marg_cat
16,Michoacán,16079,Salvador Escalante,49588,0.21469,Medio
16,Michoacán,16080,Senguio,19146,-0.14438,Alto
16,Michoacán,16081,Susupuato,8804,0.59043,Bajo
16,Michoacán,16082,Tacámbaro,76661,-0.62147,Bajo
16,Michoacán,16083,Tancítaro,31100,-0.35691,Medio
16,Michoacán,16084,Tangamandapio,29268,0.15385,Medio
16,Michoacán,16085,Tangancícuaro,33621,-0.23983,Bajo
16,Michoacán,16086,Tanhuato,15352,-0.72372,Bajo
16,Michoacán,16087,Taretan,14819,-0.67833,Bajo
16,Michoacán,16088,Tarímbaro,105400,-0.99263,Bajo
16,Michoacán,16089,Tepalcatepec,23842,-0.53597,Medio
16,Michoacán,16090,Tingambato,15010,-0.00533,Bajo
16,Michoacán,16091,Tingüindín,14532,-0.63851,Alto
16,Michoacán,16092,Tiquicheo de Nicolás Romero,13731,0.61975,Medio
16,Michoacán,16093,Tlalpujahua,27788,0.0395,Medio
16,Michoacán,16094,Tlazazalca,6202,-0.26331,Bajo
16,Michoacán,16095,Tocumbo,11994,-0.56363,Alto
16,Michoacán,16096,Tumbiscatío,6947,0.61689,Medio
16,Michoacán,16097,Turicato,31849,0.23279,Bajo
16,Michoacán,16098,Tuxpan,27371,-0.37718,Medio
16,Michoacán,16099,Tuzantla,15383,0.16925,Medio
16,Michoacán,16100,Tzintzuntzan,14432,-0.26781,Alto
16,Michoacán,16101,Tzitzio,8966,0.93484,Bajo
16,Michoacán,16102,Uruapan,334749,-0.82512,Bajo
16,Michoacán,16103,Venustiano Carranza,24708,-0.65644,Bajo
16,Michoacán,16104,Villamar,17166,-0.48119,Bajo
16,Michoacán,16105,Vista Hermosa,20624,-0.69837,Bajo
16,Michoacán,16106,Yurécuaro,31404,-0.48176,Bajo
16,Michoacán,16107,Zacapu,75632,-0.89966,Bajo
16,Michoacán,16108,Zamora,196208,-0.64928,Bajo
16,Michoacán,16109,Zináparo,3200,-0.62747,Bajo
16,Michoacán,16110,Zinapécuaro,47327,-0.60606,Medio
16,Michoacán,16111,Ziracuaretiro,17394,-0.14322,Bajo
16,Michoacán,16112,Zitácuaro,164144,-0.51918,Bajo
16,Michoacán,16113,José Sixto Verduzco,26214,-0.69957,Bajo
17,Morelos,17001,Amacuzac,17772,-0.58986,Bajo
17,Morelos,17002,Atlatlahucan,22079,-0.4039,Medio
17,Morelos,17003,Axochiapan,35689,-0.29815,Bajo
17,Morelos,17004,Ayala,85521,-0.64906,Bajo
17,Morelos,17005,Coatlán del Río,9768,-0.44152,Bajo
17,Morelos,17006,Cuautla,194786,-0.96999,Muy bajo
17,Morelos,17007,Cuernavaca,366321,-1.32041,Bajo
17,Morelos,17008,Emiliano Zapata,99493,-0.95716,Bajo
17,Morelos,17009,Huitzilac,19231,-0.60011,Bajo
17,Morelos,17010,Jantetelco,17238,-0.61492,Muy bajo
17,Morelos,17011,Jiutepec,214137,-1.19646,Bajo
17,Morelos,17012,Jojutla,57121,-0.97953,Bajo
17,Morelos,17013,Jonacatepec,15690,-0.6556,Bajo
17,Morelos,17014,Mazatepec,9967,-0.78912,Medio
17,Morelos,17015,Miacatlán,26713,-0.2911,Medio
17,Morelos,17016,Ocuituco,18580,-0.28391,Bajo
17,Morelos,17017,Puente de Ixtla,66435,-0.48559,Bajo
17,Morelos,17018,Temixco,116143,-0.82319,Bajo
17,Morelos,17019,Tepalcingo,27187,-0.42521,Bajo
17,Morelos,17020,Tepoztlán,46946,-0.5104,Bajo
17,Morelos,17021,Tetecala,7772,-0.6293,Medio
17,Morelos,17022,Tetela del Volcán,20698,-0.15788,Medio
17,Morelos,17023,Tlalnepantla,7166,0.1351,Bajo
17,Morelos,17024,Tlaltizapán,52110,-0.67861,Bajo
17,Morelos,17025,Tlaquiltenango,33844,-0.75459,Bajo
17,Morelos,17026,Tlayacapan,17714,-0.55069,Medio
17,Morelos,17027,Totolapan,11992,-0.10264,Bajo
17,Morelos,17028,Xochitepec,68984,-0.65822,Bajo
17,Morelos,17029,Yautepec,102690,-0.8187,Bajo
17,Morelos,17030,Yecapixtla,52651,-0.65552,Muy bajo
17,Morelos,17031,Zacatepec,36159,-1.13401,Bajo
17,Morelos,17032,Zacualpan,9370,-0.75245,Bajo
17,Morelos,17033,Temoac,15844,-0.46297,Bajo
18,Nayarit,18001,Acaponeta,37309,-0.75498,Muy bajo
18,Nayarit,18002,Ahuacatlán,15953,-1.01304,Bajo
18,Nayarit,18003,Amatlán de Cañas,11851,-0.88207,Bajo
18,Nayarit,18004,Compostela,75520,-0.93696,Muy alto
18,Nayarit,18005,Huajicori,12614,1.78742,Muy bajo
18,Nayarit,18006,Ixtlán del Río,29416,-1.11194,Medio
18,Nayarit,18007,Jala,18580,-0.23115,Muy bajo
18,Nayarit,18008,Xalisco,57418,-1.31221,Muy alto
18,Nayarit,18009,Del Nayar,42514,4.35619,Bajo
18,Nayarit,18010,Rosamorada,33901,-0.68847,Medio
18,Nayarit,18011,Ruíz,24743,-0.32348,Bajo
18,Nayarit,18012,San Blas,43979,-0.75229,Bajo
18,Nayarit,18013,San Pedro Lagunillas,7499,-0.97123,Bajo
18,Nayarit,18014,Santa María del Oro,23477,-0.66849,Bajo
18,Nayarit,18015,Santiago Ixcuintla,97820,-0.8088,Bajo
18,Nayarit,18016,Tecuala,39718,-0.91548,Muy bajo
18,Nayarit,18017,Tepic,413608,-1.35543,Bajo
18,Nayarit,18018,Tuxpan,30565,-0.98008,Muy alto
18,Nayarit,18019,La Yesca,14315,1.81226,Muy bajo
18,Nayarit,18020,Bahía de Banderas,150250,-1.07361,Muy bajo
19,Nuevo León,19001,Abasolo,2639,-1.14081,Muy bajo
19,Nuevo León,19002,Agualeguas,2439,-1.01039,Bajo
19,Nuevo León,19003,Los Aldamas,1292,-0.94896,Muy bajo
19,Nuevo León,19004,Allende,34353,-1.28297,Bajo
19,Nuevo León,19005,Anáhuac,18194,-0.96007,Muy bajo
19,Nuevo León,19006,Apodaca,597207,-1.60256,Medio
19,Nuevo León,19007,Aramberri,16152,0.06731,Muy bajo
19,Nuevo León,19008,Bustamante,3977,-1.19858,Muy bajo
19,Nuevo León,19009,Cadereyta Jiménez,95534,-1.22205,Muy bajo
19,Nuevo León,19010,Carmen,38306,-1.31585,Muy bajo
19,Nuevo León,19011,Cerralvo,7757,-1.05604,Muy bajo
19,Nuevo León,19012,Ciénega de Flores,42715,-1.28081,Bajo
19,Nuevo León,19013,China,10835,-0.87568,Medio
19,Nuevo León,19014,Dr. Arroyo,34110,0.12981,Bajo
19,Nuevo León,19015,Dr. Coss,1632,-0.8396,Bajo
19,Nuevo León,19016,Dr. González,2861,-0.79187,Bajo
19,Nuevo León,19017,Galeana,41130,-0.35635,Muy bajo
19,Nuevo León,19018,García,247370,-1.3861,Muy bajo
19,Nuevo León,19019,San Pedro Garza García,123156,-1.65095,Bajo
19,Nuevo León,19020,Gral. Bravo,5479,-0.86319,Muy bajo
19,Nuevo León,19021,Gral. Escobedo,425148,-1.40312,Bajo
19,Nuevo León,19022,Gral. Terán,14795,-0.79674,Bajo
19,Nuevo León,19023,Gral. Treviño,1044,-0.86802,Alto
19,Nuevo León,19024,Gral. Zaragoza,6011,0.41499,Muy bajo
19,Nuevo León,19025,Gral. Zuazua,67294,-1.36159,Muy bajo
19,Nuevo León,19026,Guadalupe,682880,-1.54662,Bajo
19,Nuevo León,19027,Los Herreras,1764,-0.82155,Bajo
19,Nuevo León,19028,Higueras,1511,-0.93909,Muy bajo
19,Nuevo León,19029,Hualahuises,6921,-1.10816,Bajo
19,Nuevo León,19030,Iturbide,3571,-0.34222,Muy bajo
19,Nuevo León,19031,Juárez,333481,-1.42217,Muy bajo
19,Nuevo León,19032,Lampazos de Naranjo,5238,-1.06194,Muy bajo
19,Nuevo León,19033,Linares,79853,-1.07756,Muy bajo
19,Nuevo León,19034,Marín,5630,-1.215,Muy bajo
19,Nuevo León,19035,Melchor Ocampo,955,-1.13866,Alto
19,Nuevo León,19036,Mier y Noriega,6996,0.35768,Bajo
19,Nuevo León,19037,Mina,5326,-0.95281,Muy bajo
19,Nuevo León,19038,Montemorelos,60829,-1.12193,Muy bajo
19,Nuevo León,19039,Monterrey,1109171,-1.47415,Bajo
19,Nuevo León,19040,Parás,971,-0.97866,Muy bajo
19,Nuevo León,19041,Pesquería,87168,-1.31275,Bajo
19,Nuevo León,19042,Los Ramones,4469,-0.84909,Medio
19,Nuevo León,19043,Rayones,2640,-0.11654,Muy bajo
19,Nuevo León,19044,Sabinas Hidalgo,35456,-1.3048,Muy bajo
19,Nuevo León,19045,Salinas Victoria,54192,-1.11447,Muy bajo
19,Nuevo León,19046,San Nicolás de los Garza,430143,-1.58333,Muy bajo
19,Nuevo León,19047,Hidalgo,13836,-1.21591,Muy bajo
19,Nuevo León,19048,Santa Catarina,296954,-1.42711,Muy bajo
19,Nuevo León,19049,Santiago,42407,-1.32307,Bajo
19,Nuevo León,19050,Vallecillo,1632,-0.66075,Muy bajo
19,Nuevo León,19051,Villaldama,4080,-1.04204,Alto
20,Oaxaca,20001,Abejones,882,0.92965,Medio
20,Oaxaca,20002,Acatlán de Pérez Figueroa,45883,0.0165,Alto
20,Oaxaca,20003,Asunción Cacalotepec,2027,1.61759,Medio
20,Oaxaca,20004,Asunción Cuyotepeji,930,-0.24096,Bajo
20,Oaxaca,20005,Asunción Ixtaltepec,15105,-0.5967,Medio
20,Oaxaca,20006,Asunción Nochixtlán,18525,0.02484,Muy alto
20,Oaxaca,20007,Asunción Ocotlán,2550,1.99974,Medio
20,Oaxaca,20008,Asunción Tlacolulita,758,0.13047,Alto
20,Oaxaca,20009,Ayotzintepec,7102,0.72306,Bajo
20,Oaxaca,20010,El Barrio de la Soledad,14277,-0.93182,Alto
20,Oaxaca,20011,Calihualá,1182,0.87353,Muy alto
20,Oaxaca,20012,Candelaria Loxicha,10497,1.83475,Bajo
20,Oaxaca,20013,Ciénega de Zimatlán,2953,-0.43884,Bajo
20,Oaxaca,20014,Ciudad Ixtepec,28637,-0.95545,Muy alto
20,Oaxaca,20015,Coatecas Altas,4823,1.92739,Muy alto
20,Oaxaca,20016,Coicoyán de las Flores,9936,3.10423,Alto
20,Oaxaca,20017,La Compañía,3365,1.27612,Alto
20,Oaxaca,20018,Concepción Buenavista,803,0.46773,Alto
20,Oaxaca,20019,Concepción Pápalo,2934,0.73468,Alto
20,Oaxaca,20020,Constancia del Rosario,3947,1.08526,Medio
20,Oaxaca,20021,Cosolapa,15866,-0.25057,Medio
20,Oaxaca,20022,Cosoltepec,716,-0.04538,Medio
20,Oaxaca,20023,Cuilápam de Guerrero,21597,-0.10177,Muy alto
20,Oaxaca,20024,Cuyamecalco Villa de Zaragoza,3643,1.82356,Medio
20,Oaxaca,20025,Chahuites,11413,-0.25461,Alto
20,Oaxaca,20026,Chalcatongo de Hidalgo,9066,0.78297,Muy alto
20,Oaxaca,20027,Chiquihuitlán de Benito Juárez,2251,1.73296,Alto
20,Oaxaca,20028,Heroica Ciudad de Ejutla de Crespo,20915,0.55849,Muy alto
20,Oaxaca,20029,Eloxochitlán de Flores Magón,4135,2.25672,Muy bajo
20,Oaxaca,20030,El Espinal,8575,-1.09653,Alto
20,Oaxaca,20031,Tamazulápam del Espíritu Santo,7102,1.58673,Alto
20,Oaxaca,20032,Fresnillo de Trujano,996,0.63134,Bajo
20,Oaxaca,20033,Guadalupe Etla,2637,-0.74042,Medio
20,Oaxaca,20034,Guadalupe de Ramírez,1172,-0.22146,Muy bajo
20,Oaxaca,20035,Guelatao de Juárez,531,-1.06492,Alto
20,Oaxaca,20036,Guevea de Humboldt,5409,0.77347,Alto
20,Oaxaca,20037,Mesones Hidalgo,4380,1.24984,Alto
20,Oaxaca,20038,Villa Hidalgo,1917,0.76888,Bajo
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,77547,-0.58832,Muy alto
20,Oaxaca,20040,Huautepec,6299,2.78171,Muy alto
20,Oaxaca,20041,Huautla de Jiménez,31551,1.84893,Medio
20,Oaxaca,20042,Ixtlán de Juárez,8268,0.27558,Bajo
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,98043,-0.67794,Bajo
20,Oaxaca,20044,Loma Bonita,42884,-0.34923,Bajo
20,Oaxaca,20045,Magdalena Apasco,8303,-0.90705,Alto
20,Oaxaca,20046,Magdalena Jaltepec,3149,0.62988,Bajo
20,Oaxaca,20047,Santa Magdalena Jicotlán,87,-0.50024,Muy alto
20,Oaxaca,20048,Magdalena Mixtepec,1375,2.02436,Alto
20,Oaxaca,20049,Magdalena Ocotlán,1146,0.58753,Muy alto
20,Oaxaca,20050,Magdalena Peñasco,3381,2.2626,Muy alto
20,Oaxaca,20051,Magdalena Teitipac,4563,2.21868,Medio
20,Oaxaca,20052,Magdalena Tequisistlán,6038,-0.10351,Bajo
20,Oaxaca,20053,Magdalena Tlacotepec,1220,-0.46059,Medio
20,Oaxaca,20054,Magdalena Zahuatlán,415,0.09651,Medio
20,Oaxaca,20055,Mariscala de Juárez,3486,-0.29974,Medio
20,Oaxaca,20056,Mártires de Tacubaya,1424,0.20355,ND
20,Oaxaca,20057,Matías Romero Avendaño,39828,ND,Muy alto
20,Oaxaca,20058,Mazatlán Villa de Flores,13097,1.79176,Medio
20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,42312,0.25287,Alto
20,Oaxaca,20060,Mixistlán de la Reforma,2585,1.6517,Alto
20,Oaxaca,20061,Monjas,2722,1.03788,Bajo
20,Oaxaca,20062,Natividad,475,-0.58884,Muy bajo
20,Oaxaca,20063,Nazareno Etla,3910,-1.13653,Medio
20,Oaxaca,20064,Nejapa de Madero,7385,0.33039,Alto
20,Oaxaca,20065,Ixpantepec Nieves,1209,1.1361,Bajo
20,Oaxaca,20066,Santiago Niltepec,5327,-0.37801,Muy bajo
20,Oaxaca,20067,Oaxaca de Juárez,264251,-1.06434,Medio
20,Oaxaca,20068,Ocotlán de Morelos,21676,0.34608,Muy alto
20,Oaxaca,20069,La Pe,2632,1.88446,Alto
20,Oaxaca,20070,Pinotepa de Don Luis,6893,0.92573,Alto
20,Oaxaca,20071,Pluma Hidalgo,2871,1.49101,Muy alto
20,Oaxaca,20072,San José del Progreso,6822,1.7266,Medio
20,Oaxaca,20073,Putla Villa de Guerrero,32640,0.19758,Alto
20,Oaxaca,20074,Santa Catarina Quioquitani,482,0.61984,Bajo
20,Oaxaca,20075,Reforma de Pineda,2723,-0.61647,Medio
20,Oaxaca,20076,La Reforma,3256,-0.05505,Medio
20,Oaxaca,20077,Reyes Etla,3757,-0.02195,Bajo
20,Oaxaca,20078,Rojas de Cuauhtémoc,1095,-0.6985,Muy bajo
20,Oaxaca,20079,Salina Cruz,89211,-1.01264,Alto
20,Oaxaca,20080,San Agustín Amatengo,1459,0.62072,Alto
20,Oaxaca,20081,San Agustín Atenango,1760,0.57524,Alto
20,Oaxaca,20082,San Agustín Chayuco,4099,0.59732,Bajo
20,Oaxaca,20083,San Agustín de las Juntas,9342,-0.69825,Muy bajo
20,Oaxaca,20084,San Agustín Etla,3984,-1.17221,Muy alto
20,Oaxaca,20085,San Agustín Loxicha,24467,2.59249,Alto
20,Oaxaca,20086,San Agustín Tlacotepec,929,1.15973,Medio
20,Oaxaca,20087,San Agustín Yatareni,4334,0.32785,Muy alto
20,Oaxaca,20088,San Andrés Cabecera Nueva,2819,1.9672,Medio
20,Oaxaca,20089,San Andrés Dinicuiti,2112,0.06885,Medio
20,Oaxaca,20090,San Andrés Huaxpaltepec,6168,0.04211,Muy bajo
20,Oaxaca,20091,San Andrés Huayápam,5336,-1.11296,Medio
20,Oaxaca,20092,San Andrés Ixtlahuaca,1604,0.19276,Alto
20,Oaxaca,20093,San Andrés Lagunas,483,0.36831,Alto
20,Oaxaca,20094,San Andrés Nuxiño,1756,0.89413,Muy alto
20,Oaxaca,20095,San Andrés Paxtlán,4295,2.14547,Bajo
20,Oaxaca,20096,San Andrés Sinaxtla,716,-0.67349,Alto
20,Oaxaca,20097,San Andrés Solaga,1671,1.06219,Alto
20,Oaxaca,20098,San Andrés Teotilálpam,4425,1.55046,Alto
20,Oaxaca,20099,San Andrés Tepetlapa,472,1.04457,Alto
20,Oaxaca,20100,San Andrés Yaá,422,1.05452,Alto
20,Oaxaca,20101,San Andrés Zabache,739,1.27519,Medio
20,Oaxaca,20102,San Andrés Zautla,4409,0.31994,Alto
20,Oaxaca,20103,San Antonino Castillo Velasco,6009,1.07482,Alto
20,Oaxaca,20104,San Antonino el Alto,2606,1.13843,Alto
20,Oaxaca,20105,San Antonino Monte Verde,7305,0.9634,Alto
20,Oaxaca,20106,San Antonio Acutla,249,0.76001,Bajo
20,Oaxaca,20107,San Antonio de la Cal,23038,-0.58492,Alto
20,Oaxaca,20108,San Antonio Huitepec,4421,1.47726,Bajo
20,Oaxaca,20109,San Antonio Nanahuatípam,1227,-0.539,Muy alto
20,Oaxaca,20110,San Antonio Sinicahua,1484,2.18128,Alto
20,Oaxaca,20111,San Antonio Tepetlapa,4245,1.17705,Alto
20,Oaxaca,20112,San Baltazar Chichicápam,2494,0.64047,Alto
20,Oaxaca,20113,San Baltazar Loxicha,2996,0.9587,Alto
20,Oaxaca,20114,San Baltazar Yatzachi el Bajo,641,0.54186,Bajo
20,Oaxaca,20115,San Bartolo Coyotepec,9105,-0.83309,Muy alto
20,Oaxaca,20116,San Bartolomé Ayautla,4415,1.95192,Alto
20,Oaxaca,20117,San Bartolomé Loxicha,2337,1.65639,Alto
20,Oaxaca,20118,San Bartolomé Quialana,2476,1.00728,Alto
20,Oaxaca,20119,San Bartolomé Yucuañe,386,1.39617,Alto
20,Oaxaca,20120,San Bartolomé Zoogocho,334,0.65111,Alto
20,Oaxaca,20121,San Bartolo Soyaltepec,654,0.4531,Bajo
20,Oaxaca,20122,San Bartolo Yautepec,636,-0.41927,Alto
20,Oaxaca,20123,San Bernardo Mixtepec,2741,0.79464,Alto
20,Oaxaca,20124,San Blas Atempa,18406,0.96101,Alto
20,Oaxaca,20125,San Carlos Yautepec,12101,0.75613,Muy alto
20,Oaxaca,20126,San Cristóbal Amatlán,5148,1.93287,Muy alto
20,Oaxaca,20127,San Cristóbal Amoltepec,1004,2.27179,Medio
20,Oaxaca,20128,San Cristóbal Lachirioag,1206,0.09151,Medio
20,Oaxaca,20129,San Cristóbal Suchixtlahuaca,360,-0.32163,Alto
20,Oaxaca,20130,San Dionisio del Mar,5127,0.59172,Alto
20,Oaxaca,20131,San Dionisio Ocotepec,10628,0.84393,Medio
20,Oaxaca,20132,San Dionisio Ocotlán,1077,-0.00998,Muy alto
20,Oaxaca,20133,San Esteban Atatlahuca,3596,2.10738,Alto
20,Oaxaca,20134,San Felipe Jalapa de Díaz,27979,1.64398,Alto
20,Oaxaca,20135,San Felipe Tejalápam,7862,0.67478,Alto
20,Oaxaca,20136,San Felipe Usila,11604,1.17798,Alto
20,Oaxaca,20137,San Francisco Cahuacuá,3379,1.1646,Medio
20,Oaxaca,20138,San Francisco Cajonos,440,0.25354,Muy alto
20,Oaxaca,20139,San Francisco Chapulapa,2045,1.98814,ND
20,Oaxaca,20140,San Francisco Chindúa,791,ND,Medio
20,Oaxaca,20141,San Francisco del Mar,7650,0.32183,Alto
20,Oaxaca,20142,San Francisco Huehuetlán,991,1.30631,Medio
20,Oaxaca,20143,San Francisco Ixhuatán,8980,-0.16109,Alto
20,Oaxaca,20144,San Francisco Jaltepetongo,949,0.81066,Bajo
20,Oaxaca,20145,San Francisco Lachigoló,3854,-0.35615,Alto
20,Oaxaca,20146,San Francisco Logueche,2787,1.7115,Alto
20,Oaxaca,20147,San Francisco Nuxaño,367,0.37796,Alto
20,Oaxaca,20148,San Francisco Ozolotepec,1940,1.1729,Alto
20,Oaxaca,20149,San Francisco Sola,1731,1.32818,Bajo
20,Oaxaca,20150,San Francisco Telixtlahuaca,12894,-0.37139,Alto
20,Oaxaca,20151,San Francisco Teopan,323,0.92098,Alto
20,Oaxaca,20152,San Francisco Tlapancingo,2109,1.58514,Alto
20,Oaxaca,20153,San Gabriel Mixtepec,4836,0.43844,Alto
20,Oaxaca,20154,San Ildefonso Amatlán,2407,1.20953,Muy alto
20,Oaxaca,20155,San Ildefonso Sola,985,1.9954,Medio
20,Oaxaca,20156,San Ildefonso Villa Alta,3316,0.04405,Muy bajo
20,Oaxaca,20157,San Jacinto Amilpas,15720,-1.21793,Alto
20,Oaxaca,20158,San Jacinto Tlacotepec,2258,1.15934,Alto
20,Oaxaca,20159,San Jerónimo Coatlán,5019,1.12928,Medio
20,Oaxaca,20160,San Jerónimo Silacayoapilla,1391,-0.13042,Alto
20,Oaxaca,20161,San Jerónimo Sosola,2517,0.85111,Muy alto
20,Oaxaca,20162,San Jerónimo Taviche,1934,1.8941,Alto
20,Oaxaca,20163,San Jerónimo Tecóatl,1590,1.35141,Alto
20,Oaxaca,20164,San Jorge Nuchita,2772,0.58674,Medio
20,Oaxaca,20165,San José Ayuquila,1512,0.20492,Medio
20,Oaxaca,20166,San José Chiltepec,12098,-0.23024,Muy alto
20,Oaxaca,20167,San José del Peñasco,2035,2.30769,Medio
20,Oaxaca,20168,San José Estancia Grande,1059,0.31281,Muy alto
20,Oaxaca,20169,San José Independencia,3867,2.89815,Muy alto
20,Oaxaca,20170,San José Lachiguiri,3251,2.93129,Muy alto
20,Oaxaca,20171,San José Tenango,18316,3.93321,Medio
20,Oaxaca,20172,San Juan Achiutla,376,0.274,Alto
20,Oaxaca,20173,San Juan Atepec,1462,0.66077,Bajo
20,Oaxaca,20174,Ánimas Trujano,3917,-0.98806,Alto
20,Oaxaca,20175,San Juan Bautista Atatlahuca,1583,0.7151,Alto
20,Oaxaca,20176,San Juan Bautista Coixtlahuaca,2687,0.90344,Medio
20,Oaxaca,20177,San Juan Bautista Cuicatlán,9945,0.16229,Bajo
20,Oaxaca,20178,San Juan Bautista Guelache,6874,-0.64278,Alto
20,Oaxaca,20179,San Juan Bautista Jayacatlán,1456,0.40582,Bajo
20,Oaxaca,20180,San Juan Bautista Lo de Soto,2593,-0.3286,Alto
20,Oaxaca,20181,San Juan Bautista Suchitepec,440,0.5108,Alto
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,2178,1.55869,Alto
20,Oaxaca,20183,San Juan Bautista Tlachichilco,1383,0.86789,Bajo
20,Oaxaca,20184,San Juan Bautista Tuxtepec,162511,-0.59877,Medio
20,Oaxaca,20185,San Juan Cacahuatepec,8855,-0.12473,Medio
20,Oaxaca,20186,San Juan Cieneguilla,547,-0.20631,Muy alto
20,Oaxaca,20187,San Juan Coatzóspam,1808,1.78055,Alto
20,Oaxaca,20188,San Juan Colorado,10030,1.42221,Muy alto
20,Oaxaca,20189,San Juan Comaltepec,2870,2.26276,Alto
20,Oaxaca,20190,San Juan Cotzocón,23686,0.84037,Alto
20,Oaxaca,20191,San Juan Chicomezúchil,330,0.38462,Bajo
20,Oaxaca,20192,San Juan Chilateca,1494,-0.81036,Medio
20,Oaxaca,20193,San Juan del Estado,2592,-0.26244,Medio
20,Oaxaca,20194,San Juan del Río,1237,-0.00774,Muy alto
20,Oaxaca,20195,San Juan Diuxi,1071,1.80839,Medio
20,Oaxaca,20196,San Juan Evangelista Analco,413,-0.23732,Alto
20,Oaxaca,20197,San Juan Guelavía,3212,0.4417,Alto
20,Oaxaca,20198,San Juan Guichicovi,29364,0.98421,Alto
20,Oaxaca,20199,San Juan Ihualtepec,580,1.04556,Alto
20,Oaxaca,20200,San Juan Juquila Mixes,3726,1.65183,Alto
20,Oaxaca,20201,San Juan Juquila Vijanos,1953,1.09941,Alto
20,Oaxaca,20202,San Juan Lachao,4677,0.89579,Alto
20,Oaxaca,20203,San Juan Lachigalla,3277,1.46518,Medio
20,Oaxaca,20204,San Juan Lajarcia,607,0.01706,Alto
20,Oaxaca,20205,San Juan Lalana,16972,1.39929,Alto
20,Oaxaca,20206,San Juan de los Cués,2444,0.52605,Alto
20,Oaxaca,20207,San Juan Mazatlán,19163,1.05972,Muy alto
20,Oaxaca,20208,San Juan Mixtepec -Dto. 08 -,6680,1.7608,Alto
20,Oaxaca,20209,San Juan Mixtepec -Dto. 26 -,660,1.58352,Alto
20,Oaxaca,20210,San Juan Ñumí,5747,1.48101,Muy alto
20,Oaxaca,20211,San Juan Ozolotepec,2664,2.08625,Muy alto
20,Oaxaca,20212,San Juan Petlapa,2919,2.45986,Alto
20,Oaxaca,20213,San Juan Quiahije,4286,0.97474,Medio
20,Oaxaca,20214,San Juan Quiotepec,1979,0.31521,Medio
20,Oaxaca,20215,San Juan Sayultepec,788,-0.29346,Alto
20,Oaxaca,20216,San Juan Tabaá,1280,0.50788,Muy alto
20,Oaxaca,20217,San Juan Tamazola,2877,2.36517,Alto
20,Oaxaca,20218,San Juan Teita,531,1.66167,Alto
20,Oaxaca,20219,San Juan Teitipac,2619,0.78191,Alto
20,Oaxaca,20220,San Juan Tepeuxila,2639,1.06351,Alto
20,Oaxaca,20221,San Juan Teposcolula,1228,0.45786,Alto
20,Oaxaca,20222,San Juan Yaeé,1481,0.7527,Medio
20,Oaxaca,20223,San Juan Yatzona,474,-0.15908,Bajo
20,Oaxaca,20224,San Juan Yucuita,567,-0.38398,Alto
20,Oaxaca,20225,San Lorenzo,6101,1.42443,Alto
20,Oaxaca,20226,San Lorenzo Albarradas,2723,0.44602,Bajo
20,Oaxaca,20227,San Lorenzo Cacaotepec,15735,-0.95905,Alto
20,Oaxaca,20228,San Lorenzo Cuaunecuiltitla,807,1.68347,Muy alto
20,Oaxaca,20229,San Lorenzo Texmelúcan,8323,2.43938,Medio
20,Oaxaca,20230,San Lorenzo Victoria,942,-0.22978,Muy alto
20,Oaxaca,20231,San Lucas Camotlán,2961,2.33317,Alto
20,Oaxaca,20232,San Lucas Ojitlán,20085,1.28703,Alto
20,Oaxaca,20233,San Lucas Quiaviní,1736,1.00489,Muy alto
20,Oaxaca,20234,San Lucas Zoquiápam,7250,2.02486,Alto
20,Oaxaca,20235,San Luis Amatlán,3642,1.2566,Muy alto
20,Oaxaca,20236,San Marcial Ozolotepec,1557,2.77125,Medio
20,Oaxaca,20237,San Marcos Arteaga,1422,-0.29328,Alto
20,Oaxaca,20238,San Martín de los Cansecos,851,0.58517,Alto
20,Oaxaca,20239,San Martín Huamelúlpam,1010,0.8111,Muy alto
20,Oaxaca,20240,San Martín Itunyoso,2298,2.9232,Alto
20,Oaxaca,20241,San Martín Lachilá,1087,0.76686,Muy alto
20,Oaxaca,20242,San Martín Peras,12246,2.47612,Medio
20,Oaxaca,20243,San Martín Tilcajete,1821,0.04266,Medio
20,Oaxaca,20244,San Martín Toxpalan,3787,0.32234,Alto
20,Oaxaca,20245,San Martín Zacatepec,1265,0.56991,Alto
20,Oaxaca,20246,San Mateo Cajonos,616,0.85962,Muy bajo
20,Oaxaca,20247,Capulálpam de Méndez,1549,-1.03257,Muy alto
20,Oaxaca,20248,San Mateo del Mar,14835,3.19759,Alto
20,Oaxaca,20249,San Mateo Yoloxochitlán,3614,0.92549,Medio
20,Oaxaca,20250,San Mateo Etlatongo,1107,0.13741,Alto
20,Oaxaca,20251,San Mateo Nejápam,1144,1.01097,Muy alto
20,Oaxaca,20252,San Mateo Peñasco,2062,1.73869,Muy alto
20,Oaxaca,20253,San Mateo Piñas,2084,2.33904,Alto
20,Oaxaca,20254,San Mateo Río Hondo,3133,1.43616,Alto
20,Oaxaca,20255,San Mateo Sindihui,2019,1.00562,Medio
20,Oaxaca,20256,San Mateo Tlapiltepec,224,-0.14204,Alto
20,Oaxaca,20257,San Melchor Betaza,986,1.2415,Alto
20,Oaxaca,20258,San Miguel Achiutla,712,0.57752,Alto
